Gene,adhakari.rpkm,Adhakari_1,Adhakari_2,Adhakari_3,baker.rpkm,Baker_1,Baker_2,Baker_3,fox.rpkm,Fox_1,Fox_2,Fox_3,Fox_4,martin.rpkm,bendjilali.rpkm,risso.rpkm,Risso_1,Risso_2,Risso_3,Risso_4,Risso_5,Risso_6,average.rpkm,average.rpkm.rank,chong.protein,huh.protein,newman.protein,Lawless.protein,cell.cycle.phase,Essential
YJL084C,17.79250892,15.99657051,19.81641871,17.56453754,23.91625337,22.09712525,23.90427244,25.74736242,4.509174921,2.326475543,2.500088952,1.897495911,11.31263928,14.4613,11.73252789,12.32946253,13.07074026,14.24362178,11.71330838,12.10612856,11.11208177,11.73089441,13.7577322,1374.741203,76,49.2,49,NA,NA,viable
YGR068C,15.10344111,17.74730983,13.29717007,14.26584344,13.82078663,14.39022696,14.34145284,12.73068009,8.305979329,6.463812454,6.806258482,7.395672592,12.55817379,18.5048,30.79672666,12.45972196,13.67729386,12.96202761,14.54533593,13.0974199,11.19702224,9.27923219,13.76811151,1353.168039,92.33333333,1970,NA,NA,NA,viable
YKL197C,14.0984189,14.81440081,13.48321375,13.99764215,14.00632999,16.05536061,12.59185929,13.37177007,22.4670447,26.38266463,19.59631883,17.54941381,26.33978152,9.78682,9.340212763,7.978723142,8.389311908,8.162600989,9.665226271,8.757382241,6.657462337,6.240355102,13.77607212,1293.87254,83.66666667,2100,51.5,383,NA,viable
YGR039W,NA,NA,NA,NA,11.44531771,11.66369947,13.85570197,8.816551692,24.21644723,27.47503948,31.79262914,17.6876622,19.91045811,16.2478,20.39614143,6.021881694,5.263486558,8.779281009,4.47803087,7.991876801,6.537783875,3.080831049,13.78089146,1353.13887,NA,NA,NA,NA,NA,viable
YGR278W,15.4475856,13.03248685,17.54394319,15.76632677,10.80532525,9.920932172,12.42159939,10.07344418,16.70064271,19.20712386,14.18200614,12.34831393,21.0651269,17.1077,26.18222855,8.622137585,7.892194378,6.845206415,7.251620925,12.94186278,9.410789246,7.391151768,13.78825505,1280.838432,72.66666667,3260,NA,NA,NA,inviable
YPR117W,20.25280076,20.27535572,20.89809593,19.58495062,9.732286491,9.557164659,9.807646324,9.832048489,22.18163045,18.8875747,22.15907947,16.31186043,31.3680072,8.62383,7.056676158,7.932175854,8.13409489,8.55597935,8.541229429,8.344931599,6.553537571,7.463282285,13.78838629,1282.531408,NA,NA,NA,NA,NA,viable
YDL159W,16.26177143,15.53021895,16.54899904,16.7060963,11.20050387,11.66863127,12.24834256,9.684537789,14.91130124,16.43125375,14.15059527,13.97462428,15.08873167,21.4738,18.95899575,10.76125959,10.60857756,11.79644993,9.326338195,11.67805253,10.39513267,10.76300666,13.79142689,1349.999285,82,672,83.5,335,NA,viable
YPL153C,7.136204373,8.286562081,6.330445117,6.79160592,8.721703615,9.685952953,8.949694038,7.529463854,29.52352694,30.715584,34.02301229,26.04863304,27.30687842,12.038,11.32353598,8.544459712,8.657218767,7.405070762,8.120743735,10.61694582,9.190720776,7.276058407,13.80467693,1250.560079,46,NA,NA,930,G1,inviable
YBR152W,12.94260317,13.9963439,13.0227729,11.80869273,12.80069629,14.19979154,12.03424824,12.16804908,22.59681529,27.91310995,21.70318747,20.91505482,19.85590891,14.7925,24.61215022,5.71953379,6.873776966,6.253734418,2.126553473,3.558027343,6.726852207,8.778258333,13.80484342,1256.12612,134.3333333,2510,100,NA,NA,inviable
YGL018C,22.87981749,20.79202502,23.43975625,24.4076712,20.0640918,18.8361582,22.27423991,19.08187728,5.613139467,4.051259698,0.744692214,5.56826728,12.08833868,31.5528,28.40814729,5.677555827,3.945243979,3.290253063,5.034759032,5.615913428,6.942223358,9.236942102,13.83496995,1321.858757,71.33333333,2010,NA,472,NA,inviable
YPR111W,17.27900021,14.60885091,18.77414377,18.45400595,12.07247294,11.28122772,12.88638365,12.04980746,19.68954808,22.05337276,17.80012098,14.71613495,24.18856363,13.4446,12.94404707,8.28686685,8.396736078,9.157385737,6.594197671,11.76856902,7.755341659,6.048970934,13.84162387,1302.382774,85,NA,NA,728,S/G2,viable
YHR124W,52.81817463,54.23211808,49.18501522,55.03739059,18.17875731,16.22517175,19.40324697,18.90785321,1.80156659,1.34262488,2.522822748,0.703000077,2.637818655,13.4263,8.77195017,0.488738654,0.290553398,0,0.24719491,0.992621641,0.721793549,0.680268427,13.86600172,1221.826427,NA,NA,NA,NA,NA,viable
YLR411W,54.01180961,44.37278756,53.2051174,64.45752386,8.832661169,7.290907559,9.924194249,9.282881699,3.341472602,3.484167044,2.27715801,2.128366626,5.476198728,11.3746,14.65241491,2.953981711,2.261994223,1.257638051,3.207405031,5.151788351,1.873084086,3.971980527,13.87698067,1133.438919,NA,NA,NA,NA,NA,NA
YER173W,13.33070799,11.17046294,13.64587208,15.17578895,11.09319304,13.1661639,10.84000586,9.273409371,17.82407678,20.5823942,16.49041926,15.27356431,18.94992935,16.1966,10.88901192,12.24656417,12.99390015,12.4506167,9.173178388,8.185619269,16.5976062,14.07846431,13.87758838,1340.580623,NA,752,NA,NA,NA,viable
YNL223W,14.26687381,12.78937061,14.42082284,15.59042799,7.225653464,7.574442853,7.711853402,6.390664136,26.45951645,23.84718777,26.30117502,20.21610458,35.47359842,10.2265,10.10551473,8.605563266,5.529319212,7.378143232,11.91729158,10.49438368,8.546813309,7.767428585,13.8812107,1263.721894,44.5,NA,NA,NA,NA,viable
YDL059C,5.682705938,4.358858105,7.536632279,5.15262743,7.310442769,10.05855437,6.981247767,4.891526169,22.16689927,19.99144103,22.48098044,21.24295631,24.95221931,11.7466,30.7324112,11.83342365,20.61348711,12.73424303,16.88785979,6.955273534,4.425389736,9.38428872,13.88634444,1302.40959,NA,468,NA,NA,NA,viable
YJL149W,19.73671159,19.3098626,19.99385139,19.90642077,12.87502417,11.26000516,14.31550861,13.04955874,4.208644795,1.763655507,3.734676315,2.105471115,9.230776244,19.424,10.15589204,16.96443921,25.00684578,20.62602165,9.819296607,11.57859259,19.79714475,14.95873389,13.88648235,1379.328048,NA,NA,NA,NA,NA,viable
YER040W,13.18056289,11.18175764,13.87195508,14.48797595,15.41543021,15.86994195,14.35217551,16.02417316,10.4003953,7.945955666,7.915538309,9.763783109,15.97630412,14.1776,20.74553733,13.78720061,19.2202464,17.07015696,6.583297549,9.380342401,17.46588986,13.00327049,13.90964326,1366.618473,141.6666667,589,NA,681,NA,viable
YOR180C,19.02584537,18.85551289,20.11205329,18.10996994,17.18623209,17.10883832,18.77454767,15.67531029,5.409717977,5.855336282,6.584502849,6.762929667,2.43610311,20.2485,22.23161509,12.35281425,13.41673044,16.78391958,10.27312964,3.819647,13.33195143,16.49150738,13.91578486,1400.249593,NA,NA,NA,NA,NA,viable
YCR024C,20.98614241,18.36787031,21.11004416,23.48051275,12.21483668,12.07880071,13.12744063,11.43826869,8.667213677,7.126169917,7.405382515,8.208797388,11.92850489,15.4196,13.67852396,13.73025341,14.80466807,16.05082884,8.501900394,10.11547895,14.71111882,18.19752539,13.92291217,1376.981642,NA,784,NA,NA,NA,viable
YNL331C,32.74950573,34.86019226,34.86071889,28.52760605,16.09805747,14.80083243,17.50193933,15.99140066,2.033549425,1.988018685,2.192595113,1.756567833,2.197016068,16.3512,25.86520458,8.113064587,5.807985167,4.843741246,9.059004979,8.818622677,8.817241089,11.33179237,13.9267978,1341.120462,NA,NA,NA,NA,NA,viable
YLR442C,13.88610488,13.50605558,13.56069185,14.5915672,12.20683967,14.23774982,12.03345233,10.34931686,17.27136548,19.71316485,16.11281188,14.73116676,18.52831845,14.1903,15.00520179,11.17758629,11.74203743,11.81331922,13.47830878,8.702084443,11.72957525,9.600192634,13.92810895,1337.873063,57,NA,NA,NA,NA,viable
YOR380W,19.21202954,19.92410685,18.05035933,19.66162245,13.76822136,13.18461332,14.8355866,13.28446418,10.44982474,10.79008953,9.44479385,7.936489601,13.62792599,12.3557,14.00666014,12.77674575,11.67525355,8.345934415,17.02797845,15.19479319,10.35846318,14.05805174,13.93486474,1373.62729,NA,NA,NA,NA,NA,viable
YCR100C,20.7475543,19.71798903,19.99290056,22.53177332,10.30414761,11.75802592,10.76617719,8.388239717,18.60884326,18.02778615,16.29748339,19.72983393,20.38026956,8.65542,6.691478577,10.66792266,12.66336198,8.640806545,5.876532625,7.210336798,13.10764941,16.50884861,13.95221676,1344.864342,NA,NA,NA,NA,NA,viable
YGR258C,14.36449153,15.06431238,14.02786247,14.00129976,10.34256295,10.57870417,11.34196521,9.10701948,21.09777826,23.0582235,16.75377082,15.68580276,28.89331596,11.8145,23.71408368,8.255643383,6.895575413,10.61680494,7.069966051,7.047100667,9.00423464,8.900178587,13.99004897,1285.592075,39,846,NA,NA,NA,NA
YDR085C,23.57640629,24.38919602,21.48571736,24.8543055,10.67747067,10.83216359,10.42162356,10.77862487,26.20863747,31.53018442,21.51932654,16.70672326,35.07831564,8.2334,11.01206338,2.839311674,3.232114129,2.450470276,3.499738565,4.015242451,1.946479221,1.8918254,13.99067503,1242.120108,NA,NA,NA,NA,M/G1,viable
YHL010C,7.092739287,7.521290337,7.172233107,6.584694417,10.11754515,11.29095326,8.93017041,10.13151179,27.04670201,29.89618798,28.32943888,19.71359375,30.24758743,12.4298,11.72380724,10.0713651,10.58685351,10.38731769,10.06665415,10.9922401,9.282314308,9.11281084,14.00791492,1304.122869,NA,NA,NA,NA,NA,viable
YLL003W,19.71494369,18.53196264,20.50002888,20.11283955,16.10024364,17.63002269,16.63125738,14.03945085,15.45483449,15.38339669,16.36632176,13.36417747,16.70544203,15.7675,16.11400933,7.281541006,9.826657059,10.60559395,7.704545897,3.949523065,6.302291719,5.300634344,14.01481997,1324.83929,NA,NA,61,NA,NA,inviable
YGR174W-A,NA,NA,NA,NA,1.925676721,0,2.615232314,3.161797848,44.87160381,27.45950808,59.38278432,35.52170506,57.12241776,NA,8.733705441,0.892174733,0,0,5.353048396,0,0,0,14.0333084,1948.929769,NA,NA,NA,NA,NA,viable
YDR421W,14.80971272,14.74635932,15.78386886,13.89890998,11.55511089,12.17547063,12.41433271,10.07552932,27.19423852,34.62714117,23.83054238,20.27143721,30.04783332,11.984,10.81955491,5.674522203,5.180466265,6.400597441,7.508902798,5.243881308,4.210335871,5.502949537,14.0415714,1254.644858,NA,319,NA,NA,NA,viable
YBL074C,10.01122807,10.80484446,11.61858272,7.61025703,12.70876102,14.37291833,12.35623807,11.39712665,20.85320297,21.71079745,23.60632482,15.29485936,22.80083024,11.973,7.470262098,12.89486829,16.40157609,14.53349141,15.26220259,7.587793142,11.88391176,11.70023477,14.04457649,1368.835687,57,7330,NA,NA,NA,inviable
YMR294W,18.10401414,19.28404727,13.73506079,21.29293435,10.67240776,12.02999747,11.89674308,8.090482729,8.391737703,9.894578957,9.945822486,7.082631796,6.643917574,18.7571,66.45147205,6.594271452,5.366692177,4.068828988,10.79197457,13.33404044,3.43398749,2.570105047,14.06134848,1201.466587,NA,NA,NA,NA,NA,viable
YMR230W-A,NA,NA,NA,NA,5.220618575,9.10206158,4.012790323,2.547003822,21.60932074,18.58836915,30.61512436,28.03073325,9.203056195,15.2058,25.12673192,12.20739538,28.96310064,4.830927116,7.392304928,9.89470461,11.99170235,10.17163267,14.06223038,1455.905504,NA,NA,NA,NA,NA,viable
YKL072W,10.51588498,8.880774486,12.17710735,10.48977311,16.47078046,17.88553731,15.9857638,15.54104027,19.10131224,24.36797055,18.23136643,11.12823764,22.67767433,17.1696,18.57478097,9.002091262,8.326419414,8.729680552,9.512653148,10.02370989,10.73624772,6.683836853,14.06719659,1346.284001,54,211,NA,NA,NA,viable
YPL035C,42.93453438,36.61382998,48.30952415,43.880249,11.64125407,15.59060017,10.24299323,9.090168813,NA,NA,NA,NA,NA,41.7569,12.82762987,0.217091163,0,0,0,0,1.302546979,0,14.07301358,2098.595539,NA,NA,NA,NA,NA,viable
YER175W-A,NA,NA,NA,NA,21.21378593,20.4509957,20.68411012,22.50625196,26.09907142,16.18202027,18.78655358,22.74311766,46.68459415,42.9589,9.210089374,1.010440356,0,0,0,0,4.120784988,1.941857146,14.07384977,1944.342496,NA,NA,NA,NA,NA,viable
YDR499W,12.6701333,12.10609634,12.84317372,13.06112983,10.73727683,11.73514459,11.55876742,8.917918463,24.08900139,24.0475843,30.20583125,20.95278573,21.14980428,16.7034,10.49679304,8.616201728,7.318216605,4.882594786,10.99951255,14.72300298,7.776971669,5.996911775,14.08042984,1299.70494,NA,606,NA,NA,NA,inviable
YEL012W,14.67006918,12.94503481,15.90852095,15.15665176,9.208123007,11.11232459,9.723299629,6.788744803,10.34210744,6.305746765,5.828648676,5.660051906,23.57398241,43.8265,36.40863456,10.65827567,9.1233767,9.36456641,19.10626505,11.9878152,6.973636134,7.393994519,14.08072183,1323.045629,82.33333333,1590,60.5,1692,NA,viable
YJL070C,15.47390547,12.61983146,16.8096132,16.99227176,6.465056859,6.475088628,6.654280646,6.265801304,31.59184191,27.76838894,34.63572702,21.85072907,42.11252261,7.15112,5.128227492,6.938045659,8.825763737,7.18933248,4.714777159,6.077062674,7.733231671,7.088106232,14.08453863,1227.695807,49,1100,NA,NA,NA,viable
YDL049C,10.85992362,8.639189455,12.64821848,11.29236292,7.73252143,7.460983562,8.834105685,6.902475042,34.12739575,31.1704147,34.05790321,28.17401302,43.10725207,10.3906,11.29862265,5.606856818,8.139815643,7.919847057,5.770944368,4.634694353,2.808465605,4.367373879,14.09618862,1215.332211,NA,NA,NA,NA,NA,viable
YBL101C,31.62718714,27.66768237,32.70018561,34.51369345,12.74040881,13.0199436,11.23832538,13.96295745,9.472020089,4.525054157,9.057202488,4.080502537,20.22532117,8.22805,12.40334599,9.457267996,12.73029307,8.166773032,9.164342246,9.292880001,9.460359096,7.92896053,14.10723926,1348.767312,117.3333333,799,53.5,NA,NA,viable
YIR023W,18.65649878,17.90885351,19.3749835,18.68565934,15.67705255,14.37776732,18.01664335,14.63674699,4.631192302,3.232193869,3.759890402,3.258464485,8.274220451,23.44,9.455517863,15.94324564,20.107133,21.00035361,11.3511088,11.98369992,14.93837606,16.27880244,14.11019676,1421.774501,85,704,NA,432,NA,viable
YDR466W,15.97130639,16.22329168,15.43530111,16.25532637,14.95216886,16.46151489,13.83542256,14.55956912,9.609371851,7.972115249,6.053212853,5.156376541,19.25578276,22.2025,12.18492775,14.18263652,15.62847622,12.86456008,13.2962815,15.48592813,13.44564623,14.37492693,14.11473091,1415.14556,NA,NA,NA,679,NA,viable
YCR014C,13.43007805,12.37089825,13.273972,14.64536391,10.60493521,10.2141488,13.22568886,8.374967971,23.86529714,29.5679417,28.47521644,16.533565,20.88446543,14.8978,17.48613667,7.764486026,7.511527987,9.918730288,6.923153501,7.841086672,8.163819316,6.228598394,14.11868724,1285.733166,NA,NA,NA,NA,NA,viable
YDR464W,8.450242721,8.705574543,8.641118624,8.004034996,14.69775205,18.79896541,13.27406448,12.02022626,10.02703887,10.76468509,9.545906638,9.530644504,10.26691924,23.4968,45.10843303,11.28309647,12.07132015,13.14039089,9.729426403,13.31237417,9.627600024,9.817467188,14.14268795,1325.07374,44,NA,NA,NA,NA,inviable
YLR125W,33.89867359,38.02069661,33.11309754,30.56222664,13.94008954,11.91291721,15.68503079,14.22232061,14.75605095,19.83121193,16.08970039,8.593363477,14.50992802,16.6127,6.932777129,4.436007453,6.659399051,2.221521229,2.266254066,3.033413092,3.860102726,8.575354551,14.1479974,1318.19,NA,NA,NA,NA,NA,viable
YMR273C,19.79495354,22.92097555,19.88285,16.58103507,15.72170056,17.55250177,15.64856803,13.96403187,12.31149997,13.60278996,8.27209965,11.72792414,15.64318613,17.7251,28.89464448,7.416500833,5.976010939,6.977419841,7.456866544,8.393215592,8.000141161,7.695350918,14.14877644,1332.530952,47.5,NA,NA,NA,NA,viable
YDR484W,14.75312381,15.85243471,14.34021033,14.06672639,11.16523594,11.98939779,12.75842306,8.747886959,20.45008717,19.84612422,18.9913914,22.57849366,20.38433942,18.1222,11.3915679,10.14783346,13.07399776,8.533132944,7.979544105,8.415122613,12.23826071,10.64694261,14.15861162,1355.534446,83.66666667,3130,66.5,NA,NA,viable
YNL227C,8.950066886,8.000033598,9.820717865,9.029449197,7.992691042,8.956343296,8.854619053,6.167110777,21.54186033,25.83877669,20.39713235,17.92828624,22.00324603,41.9435,27.96337415,11.10158628,13.89346706,16.99407356,12.08285374,11.95400862,6.263686149,5.421428581,14.16145721,1422.058122,81.5,NA,NA,444,NA,viable
YIL146C,13.41527802,13.91038781,16.11185567,10.22359058,16.09294985,16.06269474,16.17003074,16.04612408,NA,NA,NA,NA,NA,10.3559,8.781081673,14.11109725,21.68953706,13.78181472,8.787079443,11.36957567,15.53717359,13.50140299,14.17635549,1452.438089,NA,NA,NA,NA,NA,viable
YGL180W,25.74349111,25.78984822,27.48760176,23.95302334,5.609010594,6.311953017,5.179985014,5.335093752,30.21516538,23.995142,34.4420149,16.30573973,46.1177649,6.2094,6.346038753,3.402334647,3.65747841,3.389180494,4.321781835,2.776687708,3.533412518,2.735466916,14.17679443,1217.336785,109,1070,NA,1050,NA,viable
YIR042C,NA,NA,NA,NA,11.13117481,13.12132636,10.98691831,9.285279757,16.54546794,10.27772107,20.92679387,16.45475005,18.52260677,7.02464,22.44230639,13.03911874,13.08838852,14.12587549,7.860172329,8.767459781,18.16970596,16.22311034,14.20349755,1474.539604,NA,NA,NA,NA,NA,viable
YLR067C,9.069083411,8.046775557,7.942041951,11.21843272,8.616471168,8.127927899,10.12793384,7.593551768,30.20621038,35.35022898,29.94957818,28.9447789,26.58025547,11.7081,11.96250933,8.441733796,11.14449742,7.876511602,5.624579837,6.23796595,10.47970509,9.287142874,14.22824478,1273.416195,NA,1160,NA,NA,NA,viable
YML050W,15.32632581,12.32860458,14.96769445,18.68267839,10.59506754,10.03785046,14.17981196,7.567540202,16.23452509,16.2147774,13.6884931,12.73511679,22.29971309,18.5941,5.885453747,14.16096107,24.56293727,16.58308635,6.468266812,12.65380493,14.77054876,9.927122271,14.25844264,1378.165543,NA,NA,NA,NA,G2/M,viable
YNL054W,22.16474876,22.19888964,23.17223561,21.12312103,17.02323879,17.53428877,16.82481075,16.71061684,7.670255315,5.624336737,6.084952891,4.480469905,14.49126173,17.6676,11.02386877,12.50087857,13.92762481,15.66115309,12.11551863,11.04880395,12.63448227,9.617688697,14.31004121,1424.371023,NA,NA,NA,NA,NA,viable
YKL105C,14.85311656,16.33839345,15.25040289,12.97055334,17.26006884,18.12286027,17.69417403,15.96317223,11.29386028,8.103413319,9.119686206,10.26102967,17.69131191,15.3735,19.72792202,12.18066214,15.13852445,10.74486878,14.11258214,11.73740776,11.7355689,9.615020822,14.31612407,1404.301699,65,538,NA,NA,NA,viable
YJR149W,6.789174945,5.935994798,7.742020154,6.689509883,15.08269729,16.28257683,14.41929323,14.54622183,22.73674353,31.92242595,23.13142729,17.07798377,18.81513711,13.1638,7.739033433,12.18379034,13.51611363,12.02364082,10.7325316,8.721998879,14.92300736,13.18544976,14.31614939,1386.194921,NA,172,NA,NA,NA,viable
YJL181W,4.451545514,4.190113975,4.469345177,4.695177391,7.740076689,6.847139084,7.683313236,8.689777746,32.72466871,36.66282456,38.94423908,28.49447699,26.79713422,8.8101,9.208208229,10.85795938,12.52228175,6.46491717,9.638985838,7.130007734,15.43049934,13.96106445,14.31844922,1319.155459,NA,NA,NA,NA,G1,viable
YPL068C,13.25196529,12.26570354,15.20333745,12.28685489,13.18694366,11.92770158,15.39191717,12.24121225,3.463389317,2.549262055,4.920287844,3.003292848,3.380714521,18.7919,33.05960015,17.88748162,17.99849825,20.70397336,13.20054452,18.37587999,16.70272827,20.34326534,14.34128783,1419.937354,60,NA,NA,NA,NA,viable
YOR334W,14.31704009,11.39937854,18.1301136,13.42162811,10.31302592,8.522312434,11.27159575,11.14516959,16.54138686,21.87981286,15.06381119,15.15355722,14.06836616,15.8925,7.79728904,15.70606499,19.37022654,9.692624469,18.45721995,15.88194625,17.00224804,13.83212468,14.34212276,1436.134569,NA,NA,NA,NA,NA,viable
YMR257C,9.900844915,8.503812772,12.07666304,9.122058932,12.20980523,12.22524088,12.81387651,11.59029829,25.66697736,26.14067733,26.57323996,22.9652543,26.98873783,9.05388,5.296376302,11.19853212,13.44018041,12.53869847,9.302675865,8.041763672,11.60096148,12.26691281,14.3441438,1354.024716,NA,NA,NA,NA,NA,viable
YER093C-A,18.49281658,13.76568119,20.05487403,21.65789452,12.81312909,15.01904592,12.87293288,10.54740847,7.414794011,8.333975567,6.761622558,5.416982192,9.146595728,34.0402,25.63851567,12.90256474,13.43319269,18.67168149,8.571445592,6.373889473,15.29493815,15.07024104,14.3484537,1424.02142,NA,NA,NA,NA,NA,viable
YBR237W,12.20189996,10.93619747,13.4996026,12.1698998,11.50961547,12.66216205,11.8075175,10.05916686,19.32467769,18.13087658,20.50312887,16.44744495,22.21726037,15.6833,36.72523138,8.177401877,8.157372109,7.877252921,8.218503715,8.556009281,8.088050535,8.167222704,14.34964933,1310.430388,87.33333333,358,68,NA,NA,inviable
YIL031W,18.96667932,17.65313236,18.30583119,20.94107442,13.50901028,14.27714676,13.82493501,12.42494908,14.2728476,13.30603955,12.51226822,14.14739544,17.12568718,18.0641,11.89914627,11.77391291,16.92452489,12.35037019,8.099394965,9.235057636,12.9927488,11.04138097,14.3505921,1414.501569,NA,NA,NA,NA,NA,inviable
YOR328W,21.73521459,24.11758653,22.46506793,18.62298932,14.30113047,14.34631647,15.0229639,13.53411104,14.96887772,20.38330483,12.89649887,13.25862638,13.3370808,7.52304,7.646875323,11.57165739,13.87452815,13.61302785,9.820192937,12.48060505,9.268474861,10.37311549,14.35805964,1406.065564,NA,NA,NA,NA,NA,viable
YPR083W,8.835508772,8.289923769,8.166610034,10.04999251,12.39913649,13.19497137,12.42235349,11.58008462,26.50120332,23.98668794,23.27805145,28.03677435,30.70329955,13.2255,17.79492484,8.331440405,7.235781521,8.395818161,7.494267755,4.657335101,10.42037583,11.78506406,14.3646765,1327.797589,72.5,NA,NA,NA,NA,NA
YPL085W,19.20720667,22.36945581,19.13901913,16.11314508,21.90122691,24.28459872,21.03261289,20.38646912,9.997341095,6.399274625,5.112976712,6.29925631,22.17785673,18.5779,14.31605849,9.604329499,11.38344816,9.562859824,8.977812953,8.70517728,9.804691058,9.191987721,14.38031005,1409.075867,194.3333333,NA,293.5,NA,NA,inviable
YCL014W,15.28086704,14.00053507,15.89378707,15.94827896,18.37960533,18.59248235,17.25009577,19.29623788,18.49537969,16.05299281,16.49513725,18.96826191,22.46512679,9.62297,15.45270989,8.765801037,8.471308848,8.552246049,10.4314138,8.123691507,8.8608205,8.155325523,14.38674825,1387.035878,111,NA,NA,NA,S/G2,viable
YLR343W,6.262089755,6.197562914,6.239359576,6.349346775,41.49324116,45.10167218,43.46804597,35.91000533,8.543988723,8.930440948,13.13256683,5.558252411,6.5546947,28.0203,19.58800483,4.216490439,5.579043306,3.831724565,6.70093828,3.363487718,2.174035246,3.649713521,14.4177262,1265.076011,NA,NA,NA,NA,G1,viable
YOR013W,30.26227053,27.05225655,29.74471763,33.98983742,12.7537929,12.92394633,13.3648921,11.97254026,12.95481317,13.4262488,10.09129099,18.27800201,10.02371089,29.2096,16.13232215,7.773017725,6.973281554,13.56967426,1.97755928,2.646991042,10.58630538,10.88429483,14.42455986,1462.987283,NA,NA,NA,NA,NA,viable
YOR062C,13.37367408,14.59725115,12.4002142,13.1235569,6.073547994,5.985184616,6.014710254,6.220749112,26.51922801,29.42905075,31.49715861,15.5914441,29.55925856,8.53486,23.06802125,9.148872638,13.56635941,10.1826605,4.039661058,6.952041529,9.829629618,10.32288371,14.43293666,1297.428851,54,NA,NA,NA,NA,viable
YLL032C,13.80527683,13.00025979,13.4072437,15.00832698,14.95709371,14.81903442,16.03755861,14.0146881,19.54357719,18.20399948,16.09517888,20.31040417,23.56472621,18.0415,9.965517407,10.05757689,12.59158528,14.00150062,9.772877702,7.043688028,9.694986473,7.240823258,14.43426707,1373.552797,80.66666667,922,87,872,S/G2,viable
YKL129C,18.82657139,20.96250166,17.97534271,17.54186981,9.56819201,11.24406284,9.393333765,8.067179427,28.31161675,27.15624934,23.10564079,21.21296751,41.77160934,11.3645,7.635131534,5.721436777,7.74017819,5.498832201,5.975398092,4.243918867,6.172005795,4.698287518,14.44236485,1276.218426,145,155,218.5,3098,NA,viable
YKL187C,33.50107485,33.71897977,33.22332756,33.56091722,10.417678,9.92621629,10.70469259,10.62212513,6.492788,2.993940256,5.136492236,2.841330983,14.99938853,8.77449,8.515653541,13.26003711,10.93347408,14.99452877,14.2629159,14.38750657,13.17809846,11.8036989,14.44999882,1401.406949,NA,NA,NA,NA,NA,viable
YAL031C,17.44037311,16.95385636,16.91936716,18.44789579,11.75452369,12.11430757,11.79317419,11.35608931,12.35377439,10.64886388,11.22420459,11.21597671,16.32605238,17.4396,13.39608105,14.87990539,19.42164291,16.39722042,12.4435514,13.65235196,14.59331872,12.77134693,14.46523228,1443.071909,62,227,NA,NA,NA,viable
YHL035C,11.66087078,10.11131317,11.93549807,12.93580108,13.4244831,13.8034089,13.34649527,13.12354512,16.98830305,14.84969151,21.88030074,13.8570009,17.36621903,25.7995,12.99776031,11.87202734,13.63065697,13.37375303,8.575630576,10.69597071,13.08924798,11.86690478,14.47295583,1391.066835,NA,NA,NA,NA,NA,viable
YJL090C,17.61160054,16.7604559,16.22045274,19.85389297,13.38118837,13.83842846,14.73874281,11.56639383,11.27636995,9.61346715,15.93787356,11.54206663,8.012072452,20.6418,13.24326577,13.91927855,15.5037774,11.9352317,9.131670794,9.235057636,22.91120542,14.79872832,14.47339168,1425.423657,NA,540,NA,NA,NA,inviable
YNL262W,7.438882237,8.579555234,7.532614148,6.20447733,17.49731466,17.98727242,17.37684425,17.12782732,20.38194521,22.23078642,21.31903397,16.81465712,21.16330331,16.9933,9.328426386,11.78065425,12.72265757,10.26816492,11.94141565,11.59055817,12.43835685,11.72277234,14.49063794,1425.239136,88.5,NA,78.5,NA,G1,inviable
YHL044W,24.89254812,26.14604488,24.87609072,23.65550876,9.175302651,8.784616798,9.319535492,9.421755664,11.8007271,12.50461647,10.21585188,11.84773577,12.63470427,13.2287,5.097745443,15.04832605,17.00968537,3.868835699,21.04927505,21.13106408,11.84434668,15.38674942,14.49305325,1438.828388,NA,NA,NA,NA,NA,viable
YPR032W,15.14208035,16.27518883,14.06524876,15.08580346,14.08412866,15.84802859,14.03389977,12.37045764,10.27424589,13.0017912,5.795851638,8.681665689,13.61767503,16.1242,12.24745927,16.4025781,16.41149,19.13215333,14.41284984,15.67459009,16.8776832,15.90670216,14.49804916,1447.35517,93.66666667,NA,133.5,NA,NA,viable
YKL108W,9.119752434,8.472521209,7.494208749,11.39252734,12.45554776,14.47662691,12.64028952,10.24972683,14.47401809,15.57983751,15.02096685,16.53134103,10.76392696,31.0657,47.97766822,8.554004401,12.4592369,10.72593509,6.15482657,10.98442979,5.824163805,5.175434245,14.49904951,1305.584212,NA,656,NA,NA,G1,inviable
YKR019C,21.06126822,22.11543516,20.1439064,20.9244631,12.10775652,12.92508657,11.08077328,12.31740972,19.47880471,24.02969175,18.11560524,19.23131272,16.5386091,12.9769,20.55823521,7.16167148,6.516697643,6.91700928,8.064332649,9.44494531,6.132120518,5.89492348,14.50470111,1354.421967,NA,NA,NA,61,NA,viable
YBL019W,20.35007985,17.07310596,23.17673816,20.80039541,12.50281711,13.63091844,13.53796843,10.33956446,20.77841659,22.83693536,18.51010398,15.53526723,26.23135979,11.925,17.74400616,7.192737568,9.456091014,7.594106158,6.555172509,4.785922384,8.410303335,6.354830009,14.51456295,1352.539316,NA,414,NA,NA,NA,viable
